Task ID,Task Name,Task Content,Status,Date Created,Date Created Text,Due Date,Due Date Text,Start Date,Start Date Text,Parent ID,Attachments,Assignees,Tags,Priority,List Name,Project Name,Space Name,Time Estimated,Time Estimated Text,Checklists,Comments
z62w1,"＜社内＞エアレス吐出テスト","表：社内エアレス吐出テスト　（20190626～）\nhttps://docs.google.com/spreadsheets/d/1_z0mbkv-ATEUo1Yqman09VvGcGlEWh83GgsH3301Hco/edit?pli=1#gid=851611396\n\n期間：6/26～7/31\n\n＜目的＞\n・内圧による影響を観察\n\n＜内容＞\n・「ヘッドB1％」と「ヘッドB2.5％」　社内に置いて定期的に吐出してみる\n\n・ヘッドC1％　×6（直後、1、3、6、9、12）加速していただいたものを使い吐出してみる\n\n",Closed,1561530660076,"6/26/2019, 3:31:00 PM GMT+9",1564513200000,"7/31/2019, 4:00:00 AM GMT+9",,"",0,"[]","[saki-goto]","[]",null,"BARTH ヘッド (Nov. 22)","Product Projects","R&D","","","{}","[]"
rd307,"組み立て工賃確認","通常の組立工賃と入れ替え費用\n\n\n",review,1557463325728,"5/10/2019, 1:42:05 PM GMT+9",1559761200000,"6/6/2019, 4:00:00 AM GMT+9",1558983600000,"5/28/2019, 4:00:00 AM GMT+9",0,"[]","[shinji-maritani]","[]",null,"マルチ","RW化粧箱","R&D","","","{}","[{""text"":""@shinji-maritani \n台紙が変更になりそうなので、畳み仕様書作り直し組み立て工賃を再確認する必要ありです。\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""7/1/2019, 5:51:55 PM GMT+9"",""resolved"":""N/A""},{""text"":""@shinji-maritani \n失礼しました！\n修正いたしましたのでご確認お願いいたします。\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""6/3/2019, 7:27:31 PM GMT+9"",""resolved"":""N/A""},{""text"":""@kano-katagiri URLが変なとこに飛んでしまう・・・\n"",""by"":""shinji-maritani@two2.jp"",""assigned"":false,""date"":""6/3/2019, 7:16:43 PM GMT+9"",""resolved"":""N/A""},{""text"":""@shinji-maritani \n\n組み立て工賃のご連絡をいたします。\n・組み立て工賃　追加工賃なし\n・入れ替え工賃　￥60/PCS\n\nhttps://docs.google.com/spreadsheets/d/1aUO4lwDo3Ex1d4LVNlYgLLBzTNe9tBi6Rx5YTLWbT0U/edit\n\nまた、組み立て工賃を原価_SDパッケージリニューアルSHEETに追記致しました。\nご確認お願い致します。\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""6/3/2019, 6:32:25 PM GMT+9"",""resolved"":""N/A""},{""text"":""オンヨネさんへ依頼済み\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""5/27/2019, 8:14:50 PM GMT+9"",""resolved"":""N/A""}]"
uzrgk,"プロダクトマニュアル","null",Open,1559178566791,"5/30/2019, 10:09:26 AM GMT+9",,"",,"",0,"[]","[]","[]",null,"BARTH バスオイル (Oct. 1)","Product Projects","R&D","","","{}","[]"
q3dfd,"TWOコーポレートサイトの修正","修正依頼が来ています。\nhttps://two-projects.slack.com/archives/CGPAKJ29Y/p1556266751015400\n\n",Closed,1556272110961,"4/26/2019, 6:48:30 PM GMT+9",,"",,"",0,"[{""title"":""HP簡易修正案.pptx"",""url"":""https://attachments.clickup.com/a071614f-f5ea-475c-ad57-4bc698709db7/HP%E7%B0%A1%E6%98%93%E4%BF%AE%E6%AD%A3%E6%A1%88.pptx""}]","[ryo-murakami]","[]",null,"Others","Team Tasks","Development","","","{}","[{""text"":""OKもらえたのでくろーず\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/21/2019, 12:35:50 PM GMT+9"",""resolved"":""N/A""},{""text"":""キャッシュ制御完了。\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/20/2019, 4:08:23 PM GMT+9"",""resolved"":""N/A""},{""text"":""@keiichi-honma \nキャッシュ制御いれました。\n\nhttps://github.com/two2two2/two2.jp/pull/2/files\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/20/2019, 4:02:50 PM GMT+9"",""resolved"":""N/A""},{""text"":""デプロイ完了\n矢作さん松浦さんに連絡して、確認中。\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/20/2019, 2:26:07 PM GMT+9"",""resolved"":""N/A""},{""text"":""明日特になければ明日リリースしちゃいます。\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/16/2019, 4:26:36 PM GMT+9"",""resolved"":""N/A""},{""text"":""@keiichi-honma \n矢作さんにご確認いただき、OKもいただきました。\nmovementsの記事は消さなくて良いそうです。\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/16/2019, 4:26:16 PM GMT+9"",""resolved"":""N/A""},{""text"":""/barthのときにkeskinでてきたりしているのでそこの修正する\n\n（写真崩れるので、そのままにしておき、各ブランドサイトのURLだけ変更）\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/10/2019, 4:13:43 PM GMT+9"",""resolved"":""N/A""},{""text"":""twoのサイトはmovementsという固定ページから投稿を取得してアコーディオンで個別投稿を表示している。\nそのため、single.phpがない。\nそれでプレビュー時に何も表示されない。\nなので、single.phpにpage-movements.phpと同じ内容のものをいれると同じデザインででてきた。\nが、movements.jsが読み込まれていないため、アコーディオンでの表示だけできず。\n\nheader.phpに\n\nelseif(is_page('movements')):\nwp_enqueue_script('movements', get_bloginfo('template_url').'/js/movements.js', array('jquery', 'functions'));\n\n\nこんなのがあったので、 is_single で同じものを作ったら内容の表示もできた。\n\n\n（追記）\ncategory.phpに今回投稿文だけのプレビューのテンプレートがあった、\nプレビューのときにsingle.phpでなくて、category.phpを読んでくれれば最初から表示されるようになっている。\nなぜにcategoryなのだろう、、\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/10/2019, 1:22:34 PM GMT+9"",""resolved"":""N/A""},{""text"":""投稿のプレビューがまっしろに。。。\n本番も同様。。。\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/10/2019, 12:32:51 PM GMT+9"",""resolved"":""N/A""},{""text"":""@ryo-murakami \nMTGセットお願いします！\nあと、松浦さんに再度プッシュした方がよいかもｈね\n"",""by"":""keiichi-honma@two2.jp"",""assigned"":false,""date"":""5/10/2019, 12:22:04 PM GMT+9"",""resolved"":""N/A""},{""text"":""@keiichi-honma \nよろしくお願いいたします。\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/10/2019, 12:10:53 PM GMT+9"",""resolved"":""N/A""},{""text"":""一旦プルリクだしました 。\n\nhttps://github.com/two2two2/two2.jp/pull/1\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/10/2019, 12:10:48 PM GMT+9"",""resolved"":""N/A""},{""text"":""以下の質問確認中。\n\n9枚目(変更点4 : company)\n\n- keskinを消す\n→keskinの文字ないので特にスルーでいいですか？\n\n- 東さんの役職のところにはCEOの文字はいれますか？\n\n- 資本金の額をご確認の上、回答お願いします。\n\n- 事業内容の英語版（以下）ご確認いただき、そちらも変更版のテキストいただけますでしょうか。\n\n>Overall business planning,development, and consulting based on business ideas and projects.\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/9/2019, 6:18:20 PM GMT+9"",""resolved"":""N/A""},{""text"":""multiple errorみたいなのは scriptタグ1つで2共有させた。\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/9/2019, 4:19:01 PM GMT+9"",""resolved"":""N/A""},{""text"":""twoのgcpアカウントにて発行した。\n表示された。\n\nhttps://console.cloud.google.com/apis/credentials/key/425b2780-82ed-4759-92a0-ad41aca8e9bb?project=material-group&authuser=0\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/9/2019, 3:48:12 PM GMT+9"",""resolved"":""N/A""},{""text"":""google mapがエラーで表示されていないので、APIキーとって対応します。\nezmapというツールで生成されたマップぽいです。。。\n\n一番上にキーを入れ込んで動くか、、、\n\n<!-- Google map code from EZ Map - https://ezmap.co -->\n<script src='https://maps.googleapis.com/maps/api/js?key='></script>\n<script>\n  function init() {\n    var mapOptions = { \""center\"": {  \""lat\"": 35.667845209340165,  \""lng\"": 139.74017076193786 }, \""clickableIcons\"": true, \""disableDoubleClickZoom\"": false, \""draggable\"": true, \""fullscreenControl\"": false, \""keyboardShortcuts\"": false, \""mapMaker\"": false, \""mapTypeControl\"": false, \""mapTypeControlOptions\"": {  \""text\"": \""Default (depends on viewport size etc.)\"",  \""style\"": 0 }, \""mapTypeId\"": \""roadmap\"", \""rotateControl\"": true, \""scaleControl\"": false, \""scrollwheel\"": true, \""streetViewControl\"": false, \""styles\"": [  {   \""featureType\"": \""landscape\"",   \""elementType\"": \""labels\"",   \""stylers\"": [    {     \""visibility\"": \""off\""    }   ]  },  {   \""featureType\"": \""transit\"",   \""elementType\"": \""labels\"",   \""stylers\"": [    {     \""visibility\"": \""off\""    }   ]  },  {   \""featureType\"": \""poi\"",   \""elementType\"": \""labels\"",   \""stylers\"": [    {     \""visibility\"": \""off\""    }   ]  },  {   \""featureType\"": \""water\"",   \""elementType\"": \""labels\"",   \""stylers\"": [    {     \""visibility\"": \""off\""    }   ]  },  {   \""featureType\"": \""road\"",   \""elementType\"": \""labels.icon\"",   \""stylers\"": [    {     \""visibility\"": \""off\""    }   ]  },  {   \""stylers\"": [    {     \""hue\"": \""#00aaff\""    },    {     \""saturation\"": -100    },    {     \""gamma\"": 2.15    },    {     \""lightness\"": 12    }   ]  },  {   \""featureType\"": \""road\"",   \""elementType\"": \""labels.text.fill\"",   \""stylers\"": [    {     \""visibility\"": \""on\""    },    {     \""lightness\"": 24    }   ]  },  {   \""featureType\"": \""road\"",   \""elementType\"": \""geometry\"",   \""stylers\"": [    {     \""lightness\"": 57    }   ]  } ], \""zoom\"": 15, \""zoomControl\"": false};\n    var mapElement = document.getElementById('two-tokyo');\n    var map = new google.maps.Map(mapElement, mapOptions);\n    var marker0 = new google.maps.Marker({title: \""No Title\"", icon: \""http://two2.jp/wp-content/themes/two2017/images/pin.png\"", position: new google.maps.LatLng(35.6671134, 139.740135), map: map});\nvar infowindow0 = new google.maps.InfoWindow({content: \""<p></p>\"",map: map});\nmarker0.addListener('click', function () { infowindow0.open(map, marker0) ;});infowindow0.close();\n\n\n    google.maps.event.addDomListener(window, \""resize\"", function() { var center = map.getCenter(); google.maps.event.trigger(map, \""resize\""); map.setCenter(center); });\n  }\ngoogle.maps.event.addDomListener(window, 'load', init);\n</script>\n<style>\n  #two-tokyo{min-height:150px;min-width:150px;height: 260px;width: 100%;}\n  #two-tokyo .infoTitle{}\n  #two-tokyo .infoWebsite{}\n  #two-tokyo .infoEmail{}\n  #two-tokyo .infoTelephone{}\n  #two-tokyo .infoDescription{}\n</style>\n<div id='two-tokyo'></div>\n<!-- End of EZ Map code - https://ezmap.co -->\n\n\n\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/9/2019, 3:31:11 PM GMT+9"",""resolved"":""N/A""},{""text"":""preprosでコンパイルする。\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/8/2019, 6:41:18 PM GMT+9"",""resolved"":""N/A""},{""text"":""cssがsassだったので、sassコマンドで変換？？\n複数のsassがまとめられているのでバンドラーも使っている？\nwebpackを使うべきなのか相談する。\n\nコンパイル後のcssがsassとそんなに変わらないので、そのまま両方いじってもいいのではないか説。\n逆にwebpackでコンパイルしたcssと既存のcssファイルが大きく変わる可能性もある？\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/8/2019, 4:28:44 PM GMT+9"",""resolved"":""N/A""},{""text"":""リポジトリ\nhttps://github.com/two2two2/two2.jp\nhttps://github.com/two2two2/two2.jp-wordpress\n\nvagrant系の情報はthemesのwikiに記載。\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/8/2019, 3:27:25 PM GMT+9"",""resolved"":""N/A""},{""text"":""テストサイトのboxファイル公開\nwordpress 4.4.18で作成\n今回はapacheで作成してみました。\n\nhttps://app.vagrantup.com/two/boxes/two2.jp-centos-7-apache-php-7-wordpress/versions/1.0.0\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/8/2019, 3:23:53 PM GMT+9"",""resolved"":""N/A""},{""text"":""参考\nhttps://www.softbank.jp/corp/ir/e_publicnotice/\n"",""by"":""keiichi-honma@two2.jp"",""assigned"":false,""date"":""5/8/2019, 12:52:48 PM GMT+9"",""resolved"":""N/A""},{""text"":""スギハラさんから\n固定ページで下記のURLで追加の予定\n\ne_publicnotice/\n"",""by"":""keiichi-honma@two2.jp"",""assigned"":false,""date"":""5/8/2019, 12:47:56 PM GMT+9"",""resolved"":""N/A""},{""text"":""めちゃ忘れてた。。。。よろしく！\n"",""by"":""keiichi-honma@two2.jp"",""assigned"":false,""date"":""5/7/2019, 2:19:46 PM GMT+9"",""resolved"":""N/A""},{""text"":""@keiichi-honma \n忘れていました。。。明日以降すすめてまいります。\nソースコードなど諸々の共有いただけるお時間いただければと思います！\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""5/7/2019, 2:09:21 PM GMT+9"",""resolved"":""N/A""}]"
tm6xk,"ボトルデザイン（ボトル本体、ボトル用化粧箱）","・デザイン指示書作成：キャッチコピー、説明文、注意文言、使い方、JAN（フィルムには入れるか？）、製品番号\n・薬事チェック\n・デザイン指示：スケジュール管理\n・デザインチェック：文字校正\n・社長チェック\n・入稿データ依頼\n",Open,1558493994911,"5/22/2019, 11:59:54 AM GMT+9",,"",,"",0,"[]","[]","[]",null,"BARTH バスオイル (Oct. 1)","Product Projects","R&D","","","{}","[]"
h2fqy,"rails環境にmini testを導入したい","https://github.com/materialpr/barth/issues/88\n\nminitest 導入します\nminitest廃止rspecにします\n\n",Closed,1551843785232,"3/6/2019, 12:43:05 PM GMT+9",,"",,"",0,"[]","[keiichi-honma]","[]",null,"BARTH","Team Tasks","Development","","","{}","[]"
vvmce,"三和酒類 機能性表示に関する合意書作成","null",in progress,1559611242198,"6/4/2019, 10:20:42 AM GMT+9",,"",,"",0,"[{""title"":""20190118　2社間機能性表示食品に関する合意書_20190613TWO修正、食品素材開発課修正.docx"",""url"":""https://drive.google.com/a/two2.jp/file/d/16BHhomFQgVe8OgGDSCqPWSakAWIV7o1I/view?usp=drive_web""},{""title"":""20190118　2社間機能性表示食品に関する合意書.docx"",""url"":""https://drive.google.com/a/two2.jp/file/d/12jLFPch6El5Afoq2GRYXdtBLd2C73-sW/view?usp=drive_web""}]","[kano-katagiri]","[]",null,"Sleepdays 新商品","Product Projects","R&D","","","{}","[{""text"":""内容確定し、押印申請済み。20190118　2社間機能性表示食品に関する合意書_20190613TWO修正、食品素材開発課修正.docx\n\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""7/4/2019, 3:06:06 PM GMT+9"",""resolved"":""N/A""},{""text"":""修正内容を三和酒類に投げて確認中。\n\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""6/14/2019, 12:10:01 PM GMT+9"",""resolved"":""N/A""},{""text"":""@shinji-maritani \nKINTONE申請済み。\n中井さんレビュー中。\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""6/4/2019, 11:19:53 AM GMT+9"",""resolved"":""N/A""},{""text"":""@shinji-maritani \n合意書（案）です。\nご確認お願いいたします。\n20190118　2社間機能性表示食品に関する合意書.docx\n\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""6/4/2019, 10:23:01 AM GMT+9"",""resolved"":""N/A""}]"
jqrbh,"アナウンス作成","洗顔スティックの製造元 社名変更に伴う改版のアナウンス\nアナウンスタイミングは在庫との兼ね合いにより、要相談\n",Open,1553049358039,"3/20/2019, 11:35:58 AM GMT+9",,"",,"",0,"[]","[shinji-maritani]","[]",null,"BARTH 洗顔スティック改版 (7月上旬)","Team Tasks","R&D","","","{}","[]"
nbnph,"開発","\nデトックスウォーターとは\nフルーツや野菜、ハーブをミネラルウォーターに入れて数時間おいてから飲むもの\nただ食材を浸けておくだけでOKなので、忙しくて時間がない方でも、簡単に作ることができる\nおすすめレシピ\n柑橘系スッキリむくみ解消：レモン、オレンジ、きゅうり、ミント\nビタミンC”たっぷりベリー系アンチエイジング：ブルーベリー、ラズベリー、イチゴ、オレンジ\nお悩み別レシピ\n脂肪燃焼：グレープフルーツ、オレンジ、ミント\nデトックス：スイカ、きゅうり\n美肌：グレープフルーツ、レモン\nアンチエイジング：スイカ、レモン、ミント\nアンチエイジング甘め：イチゴ、キウイ、ラズベリー\nエリカ・アンギャル（栄養コンサルタント）レシピ\n疲労回復・美肌：イチゴ、ラズベリー、ブルーベリー、レモン\nリラックス：グレープフルーツ、パイナップル、オレンジ、ミント\n高血圧予防・むくみ解消：ライム、キウイ、リンゴ、きゅうり\n美肌・むくみ解消：オレンジ、イチゴ、リンゴ、グレープフルーツ、レモン\n美肌・リラックス：レモン、レモンバーム、レモングラス、ハーブ\n\n",in progress,1554878475351,"4/10/2019, 3:41:15 PM GMT+9",,"",,"",0,"[{""title"":""2019 冬ギフト.pptx"",""url"":""https://attachments.clickup.com/eec703e7-add3-4f43-9212-6563e0d57b46/2019%20%E5%86%AC%E3%82%AE%E3%83%95%E3%83%88.pptx""}]","[]","[]",null,"デトックスウォーター","Product Projects","R&D","","","{}","[{""text"":""丸善製薬議事録\n日時：2019/5/9\n先方：中司様、南様\n当方：眞理谷さん、片桐\n\n●スマート乳酸菌\n漬物から抽出した植物由来の乳酸菌\n価格：死菌 15万/kg\nエビデンス資料を後日お送りいただく\n生菌サンプルを入手\n\n●ヒハツパウダー\n沖縄植物の抽出物\n価格：15,500/kg\n味：胡椒\n香り：シナモン\n有効量：150mg\n冷えとむくみにアプローチできる\nサンプルを入手\n妊娠中に服用可能かは未確認\n中国（台湾）だと医薬品になる\n\n●ブラックジンジャー\n代謝UP\n味：苦い\nチョコやコーヒーと組み合わせるといけるかも？\n\n●フレーバー系は？\n果汁パウダーなどは必要であればお出しできるが、\n基本的に機能的な材料を取り扱ってるので毛色は違うかも？\n情報集めてご連絡いただく\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""5/9/2019, 4:56:51 PM GMT+9"",""resolved"":""N/A""},{""text"":""フェイスラボ 上椙さん電話\n試作進めるフレーバーの確認\n・ブルーベリー\n・マンゴー\n・ゆず\nマンゴーとゆずはデトックスウォーターのイメージではないが、一旦風味、イメージの確認のため進めてもらう。\n"",""by"":""shinji-maritani@two2.jp"",""assigned"":false,""date"":""5/8/2019, 6:19:51 PM GMT+9"",""resolved"":""N/A""},{""text"":""@shinji-maritani \n\n下記ご確認の上、今後のアクション指示お願いいたします。\n\n5/8 MTG　議事録\n\n議題：デトックスウォーター の問題点\n\n・デトックスウォーターという名前はよくないかも。\nデトックスウォーターは昔流行ったというイメージなので。\n・顆粒だとケミカル感が強いのでナチュラルなイメージにならない。\n・水をメイン飲料にしてる人は少ないのでは？（お茶が多い）\n\n●NEW BRANDの場合\n・販路が確立されていない。\n・マンパワーが足りない。\n・上記2点を考慮すると現行ブランドを育てる方が先であり、優先順位が低い。\n\n●BARTHの場合\n・タブレットや粉にした場合、誤飲の可能性がある。\n\n●Sleepdaysの場合\n・現在開発中のサプリよりインパクトが薄い。\n・新商品サプリの次回作の位置付けにしたらどうか。\n\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""5/8/2019, 5:56:25 PM GMT+9"",""resolved"":""N/A""},{""text"":""次は、社長との打ち合わせ、日程調整\n"",""by"":""shinji-maritani@two2.jp"",""assigned"":false,""date"":""4/26/2019, 3:25:15 PM GMT+9"",""resolved"":""N/A""},{""text"":""日時：2019/4/25\nメンバー：鈴木さん、坪井さん、長谷川さん、眞理谷さん、片桐\n\n●ロフトへのギフトセットに飲食品不可\nー理由1：誤飲\nー理由2：賞味期限\n\n●価格\nー2,980　原価率34%\n入浴剤9錠、ボトル、箱\nボトルが高すぎるので再調査\n\n●Sleepsdaysのサプリと合体できる？\nー客先：ビープル、トレピ\nー寝る前サプリとデトックスと剤形違い、とか効能違いで打ち出し\nー3個入りとかトライアル・・・？\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""4/25/2019, 5:30:28 PM GMT+9"",""resolved"":""N/A""},{""text"":""日時：2019/4/24\n先方：倉持様\n当方：眞理谷さん、片桐\n\n●常盤科学の和漢配合\n\n●フルーツ\n果汁エキス（抽出エキス）希望\n抽出ロット：200kg\n\n●フリーズドライ\n粉末化できるか？\n→可能だけど、コストがかなり高い\n\n●ハーブ\nイメージはミントとかスッキリ系\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""4/24/2019, 11:36:17 AM GMT+9"",""resolved"":""N/A""},{""text"":""日時：2019/4/22\n当方：鈴木さん、長谷川さん、坪井さん、今川さん、眞理谷さん、片桐\n\n●ギフトの概要\n・ロフトさんがスリープビューティ（10/21~11/17）限定コフレ（10/21~12/25）を開催。\n・ロフト・ハンズ・プラザ・ショップインでも展開可能性あり\n・限定コフレはBARTHギフトセット\n・2,980円セット\n\n●発売\n10月中旬予定（発売の2週間前に納品）\n\n●ブランドは未定\nコンセプト的にはSleepdays...?\n\nーーーーーーーーーー\n\n●スケジュール\n・9月頭倉庫\n・9月末発送\n・10月頭ロフト着\n\n●商品について\n・ギフトセットありきではなく単体で売れような企画組み\n・スケジュールはギフトセットありき\n\n●ギフトセットのその先は？\n・BARTHよりsleepdaysで打ち出した方が営業はかけやすい\n・ECで売り出すこととMASHへの提案がかけやすい\n\n●コンセプトシートを作成し、もう一度MTG2019 冬ギフト.pptx\n\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""4/22/2019, 1:27:37 PM GMT+9"",""resolved"":""N/A""},{""text"":""4月16日週TODO\n\n資料作り\n・成分のわからないところや消費者目線で疑問になった部分はブランクにして眞理谷さんにご相談。\n・概念リサーチ（片桐）→FUNCTION（眞理谷さん）→2つが合致するかどうか確認。\n・液状の場合、チュアブルの場合の想定も記載\n"",""by"":""kano-katagiri@two2.jp"",""assigned"":false,""date"":""4/16/2019, 10:26:53 AM GMT+9"",""resolved"":""N/A""}]"
z69rw,"【楽天】８月ワンダフルデイ","スケジュール確認のため、先にアサイン設定させていただきます。\n\n■セール日\n５と０のつく日：7/30　火\nワンダフルデイ：8/1　木\nバナー設置：7/29　ＰＭ\n撤収：8/2\n\nリンク先ページ：https://item.rakuten.co.jp/sleepdays/c/0000000119/\n",in progress,1561620783202,"6/27/2019, 4:33:03 PM GMT+9",1564686000000,"8/2/2019, 4:00:00 AM GMT+9",1564340400000,"7/29/2019, 4:00:00 AM GMT+9",0,"[]","[tomoyuki-hirono]","[]",null,"Rakuten","Team Tasks","Development","","","{}","[{""text"":""@tomoyuki-hirono @haruka-ogawa  \n設置終わりました。\n"",""by"":""ryo-murakami@two2.jp"",""assigned"":false,""date"":""7/29/2019, 3:31:30 PM GMT+9"",""resolved"":""N/A""}]"
tm7yj,"青木さおり","30歳、女性\nコミュニケーションは得意\n女性環境で仕事（エステ）、仲良くやってきた\n長く働けるといい\n文系より理系の方が得意\n新しいもの好き\n週5、10～19時\n\n\n",review,1558505465359,"5/22/2019, 3:11:05 PM GMT+9",,"",,"",0,"[]","[]","[]",null,"R&Dサポートスタッフ（派遣）：20-25万/月","Open Positions","Recruiting","","","{}","[{""text"":""自分のPCを持ってこれるか確認\n"",""by"":""shinji-maritani@two2.jp"",""assigned"":false,""date"":""5/27/2019, 11:21:46 AM GMT+9"",""resolved"":""N/A""},{""text"":""6/3～予定\n"",""by"":""shinji-maritani@two2.jp"",""assigned"":false,""date"":""5/27/2019, 11:02:27 AM GMT+9"",""resolved"":""N/A""},{""text"":""1ヶ月試用採用。その後は3ヶ月毎。\nPC、デスク等受け入れ体制完了次第。\n2,300円/時（うちエージェント30%）\n"",""by"":""shinji-maritani@two2.jp"",""assigned"":false,""date"":""5/22/2019, 8:07:57 PM GMT+9"",""resolved"":""N/A""}]"
tbyku,"Pjaxなどのjsの整備","\n",Closed,1558315450806,"5/20/2019, 10:24:10 AM GMT+9",,"",,"",0,"[]","[kent-matsui]","[]",null,"0.4","Two Design System","Development","","","{}","[{""text"":""@kent-matsui \n了解です。\n対応ありがとうございます！\n"",""by"":""setaka@circl.co.jp"",""assigned"":false,""date"":""6/13/2019, 9:21:16 PM GMT+9"",""resolved"":""N/A""},{""text"":""@setaka \njsの整備は完了していたので、クローズします。\n"",""by"":""kent-matsui@two2.jp"",""assigned"":false,""date"":""6/13/2019, 9:20:05 PM GMT+9"",""resolved"":""N/A""},{""text"":""@setaka \n承知いたしました！\n"",""by"":""kent-matsui@two2.jp"",""assigned"":false,""date"":""6/6/2019, 10:16:38 PM GMT+9"",""resolved"":""N/A""},{""text"":""@kent-matsui \nこちら、完了したタイミングでレビュー申請をお願いいたします。\n\n"",""by"":""setaka@circl.co.jp"",""assigned"":""kent-matsui@two2.jp"",""date"":""6/6/2019, 7:02:12 PM GMT+9"",""resolved"":true}]"
hqnmb,"台湾ハンズ用POP","【台湾ハンズ用中国語　BARTH　A5　POPの作成依頼】\n\n■データ：JPG\n■品番：BARTH1-35、BARTH1-40、BARTH　1-44、BARTH　1-45\n■規則：POPの一番下に、台湾ハンズのLOGO付き（詳しい規則はgigafileの中）\n規則とLOGOダウンロード：https://5.gigafile.nu/0314-e75cdda105e1687d44e67f4cab08af86\n■中国語文章：https://docs.google.com/document/d/1yQ2a7SpWRd7uOnYFzZfrWIBk6YUsO3F3p6OvsopHg2g/edit?usp=sharing\n■期限：3/14（仮予定）\n\n\nhttps://apps.adflow.jp/projects/236358/progress?side=out\n\n",Closed,1552292386564,"3/11/2019, 5:19:46 PM GMT+9",1553713200000,"3/28/2019, 4:00:00 AM GMT+9",,"",0,"[]","[yuki-sano]","[]",null,"pop","Graphic Tasks","Development","","","{}","[{""text"":""@keiichi-honma \nこちら先方からOK出まして、張にPDFデータ送信済みで完了しています。\n書き込み漏れ、申し訳ありません！\n"",""by"":""yuki-sano@two2.jp"",""assigned"":false,""date"":""4/11/2019, 3:38:35 PM GMT+9"",""resolved"":""N/A""},{""text"":""@yuki-sano \nこちら止まっています。追ってください\n\n"",""by"":""keiichi-honma@two2.jp"",""assigned"":false,""date"":""4/9/2019, 3:24:45 PM GMT+9"",""resolved"":""N/A""},{""text"":""@keiichi-honma \n張が先方に確認中。\n明日（3/19）に先方から連絡来る予定です。\n連絡き次第、張にデータ送ります。\n\n"",""by"":""yuki-sano@two2.jp"",""assigned"":false,""date"":""3/18/2019, 1:09:21 PM GMT+9"",""resolved"":""N/A""},{""text"":""@keiichi-honma \nかしこまりました。対応いたします。\n"",""by"":""yuki-sano@two2.jp"",""assigned"":false,""date"":""3/13/2019, 11:39:37 PM GMT+9"",""resolved"":""N/A""},{""text"":""@yuki-sano こちらgigaの件対応おねがいします\n"",""by"":""keiichi-honma@two2.jp"",""assigned"":false,""date"":""3/13/2019, 10:33:24 PM GMT+9"",""resolved"":""N/A""},{""text"":""@yuki-sano gigaファイルは期日があるので、Drive保存してリンク記載おねがいします\nまた、この依頼の経緯がわかるトークノートかなにかのリンクを記載おねがいします\n"",""by"":""keiichi-honma@two2.jp"",""assigned"":false,""date"":""3/12/2019, 11:16:01 PM GMT+9"",""resolved"":""N/A""}]"
